11 3 11 3 9 9 3 11 11 2 2 11 11 11 2 2 2 11 2 11 2 2 11 3 3 3 9 3 3 11
5 5 5 5 6 13 6 0 0 6 5 6 6 6 13 13 13 13 6 13 6 5 6 0 9 0 4 4 4 0
11 11 3 11 2 2 2 11 11 3 9 9 3 3 3 11 11 3 3 9 3 11 2 11 2 11 2 11 2 11
9 3 9 0 10 10 0 1 1 1 1 0 9 0 9 9 0 9 3 9 0 4 4 12 4 12 12 4 0 1
5 6 13 13 6 5 6 13 6 6 6 6 0 9 9 3 9 9 3 9 3 11 3 9 9 9 3 11 2 11
1 0 4 4 8 4 0 6 5 6 5 6 0 1 1 1 0 0 10 0 1 1 0 9 0 1 0 1 1 1
7 14 7 14 14 7 10 7 14 7 7 7 7 7 10 10 7 14 14 7 10 7 14 7 7 14 7 7 7 7
9 0 10 7 14 14 7 14 7 7 14 7 10 0 10 7 10 7 14 7 14 7 14 14 7 10 10 7 10 10
4 4 4 12 12 12 4 0 9 3 9 3 9 9 9 9 9 0 10 0 6 5 6 13 6 13 13 6 13 6
3 9 3 11 2 2 2 11 3 9 3 3 3 9 9 3 11 3 11 2 2 2 11 2 2 11 3 11 11 2
3 9 3 3 3 9 0 0 6 0 0 9 0 0 9 3 3 3 11 2 11 3 9 3 3 3 9 0 4 0
11 3 9 0 9 0 10 7 10 10 10 0 9 3 11 3 9 9 0 0 0 6 13 6 13 13 13 6 6 0
14 14 14 7 14 14 7 7 10 0 1 0 4 8 8 8 8 8 8 8 4 4 12 4 8 8 4 4 12 12
14 14 7 7 14 14 14 14 7 14 14 14 14 7 10 0 10 7 14 7 7 14 7 7 7 7 14 14 7 7
10 7 7 10 7 10 7 14 7 10 10 10 7 7 7 7 7 7 10 7 10 10 0 6 6 5 5 6 13 6
13 13 6 5 5 6 5 6 13 13 13 13 13 6 5 6 13 13 6 5 5 5 6 0 0 4 8 4 12 12
6 13 13 6 0 6 6 0 4 8 8 8 4 12 4 4 8 4 4 4 4 8 8 8 8 4 4 12 12 12
3 3 9 3 3 9 0 6 13 13 13 13 13 6 6 5 5 6 5 5 5 5 5 5 5 6 5 5 5 6
3 9 3 3 9 9 0 4 8 4 12 12 12 4 4 8 4 8 4 8 4 0 6 6 5 6 6 5 5 5
13 6 6 5 5 5 6 0 10 0 1 0 10 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
13 6 0 9 3 9 9 3 3 11 3 3 11 3 3 9 9 3 3 11 11 2 2 2 11 11 11 3 11 2
0 0 4 4 12 12 4 12 12 12 12 12 12 12 4 12 4 4 0 1 1 1 0 4 0 4 12 4 8 4
12 4 4 0 1 1 0 9 3 11 3 11 11 3 11 11 2 2 11 2 2 11 3 11 2 11 3 11 2 2
1 0 4 8 4 0 6 13 6 0 1 0 4 4 4 8 8 4 8 8 4 0 1 0 6 6 6 5 6 6
4 8 4 8 8 4 0 10 10 10 7 10 7 14 14 14 7 10 10 0 10 0 9 9 0 1 0 4 8 8
0 10 10 7 7 10 0 4 8 8 4 4 4 12 4 8 4 4 0 4 0 1 1 1 1 0 10 7 14 7
2 2 2 11 11 3 3 3 9 3 3 9 9 9 9 3 3 9 3 9 0 0 4 8 8 8 4 0 0 9
14 14 7 10 7 7 14 14 14 7 14 7 14 7 10 0 10 10 7 14 14 7 14 7 10 0 1 0 0 6
12 12 12 4 12 12 12 12 4 0 6 6 13 6 13 6 0 4 0 0 4 12 12 4 0 9 9 0 4 12
9 3 3 11 3 3 3 9 0 4 12 12 4 8 8 4 0 9 3 9 9 3 11 11 11 11 2 2 2 2
0 0 10 7 14 7 14 7 7 14 7 7 10 0 4 0 10 10 0 9 9 0 0 9 9 3 3 3 11 2
2 11 2 11 2 2 11 3 3 11 11 2 11 11 11 11 11 11 3 9 3 11 2 11 3 11 2 2 2 11
13 6 6 5 6 6 0 4 4 8 4 4 12 4 8 8 4 4 4 12 12 4 0 10 10 10 7 14 14 7
2 2 2 11 2 11 3 11 3 11 11 3 3 9 9 9 3 11 2 2 11 2 2 2 11 11 2 11 3 3
2 2 2 11 3 3 3 3 9 0 1 1 0 9 3 9 0 9 9 3 11 3 3 9 0 10 10 0 9 0
8 4 8 8 4 0 10 10 10 0 1 0 6 13 13 13 13 6 13 13 6 5 5 5 6 13 13 6 0 0
8 4 12 4 12 12 12 12 4 8 4 0 10 7 7 7 10 10 10 7 10 10 0 4 8 4 8 4 0 1
8 4 0 4 12 4 0 9 9 3 3 11 2 11 2 11 3 11 11 11 2 11 11 3 3 3 11 11 2 11
6 6 0 1 1 1 1 0 6 0 0 1 1 0 0 0 10 0 10 7 10 10 7 14 7 7 14 7 7 7
1 0 1 0 10 7 14 7 14 14 14 7 7 7 10 0 6 0 0 1 1 1 1 1 0 10 7 10 10 7
2 2 11 11 2 11 11 2 2 11 2 2 11 2 2 2 11 11 2 11 3 9 0 1 1 1 0 4 8 4
2 2 11 3 9 9 0 4 0 10 0 10 10 7 14 7 14 14 14 7 10 0 0 6 13 6 13 13 13 13
0 4 12 4 4 12 12 12 4 0 6 5 6 5 5 5 5 5 5 5 6 5 6 5 5 6 5 5 5 6
14 14 14 14 7 14 7 10 7 7 14 14 7 7 14 14 14 14 7 10 7 10 0 9 0 0 1 0 6 5
5 5 5 6 5 6 6 0 4 12 4 12 12 4 8 4 12 12 4 4 0 4 12 12 4 12 4 0 4 12
5 5 5 5 6 5 6 5 5 5 6 0 4 0 1 1 0 10 7 7 7 10 10 0 10 10 7 14 14 14
7 10 10 7 14 7 7 14 7 7 10 10 10 7 7 14 7 14 14 14 7 14 7 10 0 9 9 9 9 3
10 7 10 7 14 14 14 14 7 10 0 9 0 6 6 0 6 6 13 13 6 13 13 6 5 6 0 4 0 6
4 12 12 4 8 8 4 0 10 10 7 10 10 10 0 10 10 7 10 10 0 6 13 6 0 0 6 6 6 13
8 4 4 4 4 12 4 4 12 4 8 4 0 9 9 9 0 0 1 0 4 8 8 4 0 1 0 9 9 0
7 7 14 14 14 14 7 7 10 0 1 1 0 10 10 10 10 10 0 1 1 0 0 9 9 0 0 6 0 10
0 6 0 6 6 0 4 8 4 12 4 4 4 0 9 9 0 9 9 0 0 10 7 14 14 14 14 14 14 7
0 6 13 13 6 13 13 6 5 6 0 10 10 7 7 10 7 10 7 10 7 14 14 7 14 7 14 14 7 14
13 6 5 5 6 6 13 6 13 6 5 6 0 0 0 9 3 9 0 10 10 7 14 14 14 7 7 14 14 7
11 2 11 11 2 11 11 2 2 11 3 3 3 3 11 3 9 9 0 1 1 0 9 3 11 11 2 11 2 2
8 8 4 0 9 9 3 3 11 2 2 11 3 9 0 4 12 12 12 4 8 4 0 0 9 9 3 3 3 9
9 3 9 0 10 0 9 0 4 4 8 8 4 12 4 0 9 9 9 0 4 8 4 12 12 4 0 9 9 9
0 10 7 14 14 14 14 14 7 7 14 14 14 7 10 7 10 0 0 1 1 0 6 13 13 13 6 13 6 5
8 8 8 8 8 8 4 12 4 12 4 0 1 1 1 1 1 0 9 0 1 0 4 0 1 0 6 0 9 9
6 13 13 13 13 13 13 6 6 5 6 5 6 13 13 6 13 6 0 0 10 7 10 7 10 0 6 5 5 5
8 4 12 4 4 0 1 0 6 5 5 6 0 9 3 11 3 3 11 2 11 11 3 9 9 9 9 9 3 11
4 8 4 0 1 0 10 7 7 7 7 14 14 7 10 0 6 13 13 6 6 13 6 13 13 6 0 9 0 0
7 7 14 7 14 14 7 14 14 14 14 14 7 14 7 7 14 7 10 7 10 7 10 10 0 0 0 6 0 9
2 2 2 2 11 3 11 3 3 9 3 11 2 2 2 11 11 3 9 3 9 9 0 0 1 0 6 0 9 9
8 4 8 8 4 12 12 4 4 8 8 4 8 4 12 12 4 0 1 0 4 8 8 4 0 4 0 4 4 12
11 11 11 2 2 11 11 2 11 2 2 11 11 3 11 2 11 3 11 3 11 11 3 9 9 9 3 3 3 11
0 9 9 9 9 3 9 9 0 0 6 13 13 13 13 6 5 6 5 5 6 6 13 13 13 13 13 13 6 0
8 4 12 4 0 10 7 14 14 7 7 14 14 14 7 10 7 10 7 7 10 10 10 10 7 10 0 0 1 1
14 14 7 10 0 1 0 0 4 8 8 4 4 8 4 12 12 4 12 12 4 12 4 8 8 8 4 12 12 4
