12 12 12 4 12 12 4 12 12 12 4 12 4 8 4 12 4 12 4 8 4 12 12 4 8 8 8 4 8 4
0 9 0 4 0 9 3 9 9 3 3 3 11 2 11 11 3 9 9 9 9 9 9 3 9 3 11 3 3 3
14 7 7 14 7 14 14 14 7 14 7 14 7 7 14 7 10 7 10 0 1 0 1 0 0 6 5 5 6 13
10 10 10 7 7 14 7 7 7 7 14 14 14 7 14 14 14 7 7 7 10 10 10 7 10 0 10 7 10 10
3 3 9 0 0 9 9 9 0 1 0 0 1 0 6 0 10 10 0 0 1 1 1 1 1 1 1 0 10 7
14 14 14 7 7 10 0 6 13 6 0 6 5 6 0 9 9 3 3 11 11 2 2 11 2 11 2 2 2 11
6 5 6 0 6 6 0 1 1 1 1 1 0 9 9 0 10 0 0 1 1 1 0 4 8 4 4 8 4 12
11 3 3 9 0 10 7 14 14 14 7 14 7 14 14 14 7 7 7 14 7 7 10 10 7 14 7 14 7 7
10 0 10 7 14 14 7 14 7 7 14 7 7 7 10 10 0 10 10 10 0 4 4 0 0 1 1 1 0 9
11 11 11 11 2 11 11 2 2 2 2 11 2 11 11 11 2 2 2 2 11 11 3 11 2 11 11 11 2 11
9 0 1 1 1 0 4 4 0 1 1 1 0 1 0 6 6 13 6 13 13 6 5 5 6 13 6 0 4 12
12 12 4 4 8 4 8 8 4 4 8 8 8 4 8 8 4 8 8 4 4 12 4 12 4 4 0 1 1 1
11 11 3 11 11 11 11 11 3 3 3 11 2 11 3 11 11 11 3 9 0 1 0 1 1 1 0 9 3 9
4 8 8 4 8 8 8 8 8 4 0 10 0 1 1 0 9 0 1 0 10 0 1 0 10 7 7 7 10 10
5 5 6 5 6 6 0 1 1 0 1 1 1 0 4 12 4 4 4 8 8 4 8 8 8 8 8 4 8 4
1 1 1 0 4 4 8 4 4 8 4 12 12 12 12 12 4 4 8 8 8 4 4 4 4 0 4 8 8 8
13 13 6 0 0 0 10 0 1 0 4 12 4 4 0 9 9 0 4 8 4 0 1 1 0 0 1 1 1 1
5 5 6 13 13 13 13 13 13 6 13 6 0 9 9 3 3 3 3 3 3 3 11 11 2 2 2 11 2 11
13 13 13 6 13 6 13 13 13 13 13 6 13 13 13 6 0 10 0 0 6 5 6 6 5 6 6 0 9 3
2 2 2 11 2 2 2 2 11 2 2 11 11 11 2 2 2 2 11 2 11 11 3 9 3 9 9 3 11 2
5 5 6 0 0 1 0 4 8 8 4 12 12 12 4 4 0 1 0 6 6 5 5 5 5 6 0 6 5 6
7 7 14 7 7 7 14 7 14 7 7 7 10 7 7 14 14 7 10 7 10 0 4 8 8 4 12 4 0 0
9 3 3 11 11 3 3 9 0 4 12 12 12 4 4 8 4 8 4 8 4 0 1 1 1 1 1 1 1 0
2 2 2 2 2 11 2 11 11 11 11 3 3 3 3 9 9 0 1 0 6 13 6 0 0 9 0 10 7 10
2 2 2 11 2 11 11 11 2 2 11 2 11 3 9 3 11 11 3 3 9 0 0 6 6 5 5 5 5 5
7 7 7 14 7 10 7 10 10 10 10 10 10 10 7 14 7 10 7 7 10 10 7 7 10 7 7 14 7 10
12 12 12 12 4 4 8 4 12 12 12 12 4 8 8 8 4 0 1 0 4 4 4 12 12 12 4 12 4 12
12 4 12 12 12 4 8 8 4 12 4 8 8 8 8 8 4 0 9 9 3 11 3 3 11 2 11 11 3 3
2 11 11 2 2 11 11 11 3 9 9 3 11 3 11 11 2 2 2 11 2 11 2 11 2 2 2 2 11 3
4 4 8 8 4 8 8 8 4 0 9 9 9 3 9 9 9 0 10 7 14 7 7 7 14 14 14 14 7 7
5 5 6 0 10 0 4 0 1 0 9 9 9 9 0 6 5 6 6 0 4 0 9 9 0 6 13 13 13 13
8 4 4 4 4 12 4 4 4 8 8 4 12 12 4 12 4 4 0 6 5 6 6 5 6 0 6 0 6 5
3 3 9 3 9 9 3 3 9 3 3 3 9 0 10 7 10 10 7 14 14 7 14 14 14 14 7 10 7 7
3 11 2 2 2 2 2 11 2 2 2 11 3 3 11 11 11 11 11 3 9 9 3 3 11 11 3 9 3 9
12 12 12 4 4 12 4 8 8 8 8 4 0 10 7 10 7 14 14 14 7 14 7 7 10 7 10 0 6 0
7 10 0 0 9 0 10 10 0 6 5 5 5 5 6 6 0 4 12 12 12 12 12 12 4 8 8 4 8 8
8 4 4 8 8 4 8 8 8 4 8 8 8 4 0 10 10 10 0 9 9 0 9 9 9 0 0 10 10 10
9 3 3 9 9 9 3 3 3 11 11 3 3 9 0 9 0 1 1 0 0 9 3 9 3 11 2 11 3 11
1 1 0 0 10 0 9 0 1 0 1 0 6 5 6 6 13 13 13 13 13 13 6 13 6 5 6 13 6 5
13 13 13 13 13 13 6 0 9 3 9 9 3 9 9 9 3 9 0 0 9 9 0 1 0 0 9 9 3 11
12 12 12 12 12 12 12 4 0 9 0 9 3 11 3 11 2 11 2 2 2 2 11 3 3 9 0 0 9 3
12 12 4 4 12 12 4 8 4 12 4 12 12 4 12 12 4 8 4 0 6 13 13 13 6 13 13 6 6 13
6 5 5 5 6 6 6 0 1 1 0 6 13 13 6 5 5 5 5 6 0 4 12 12 4 4 0 10 0 4
